URL_NUM,URL_NAME,NLP_READING_TIME_IN_MINS_212WPM,BSOUP_NUMWORDS,NLP_NUMWORDS,META_YEARS_SINCE_FIRST_PUBLISHED,META_YEARS_SINCE_LAST_MODIFIED,NLP_FIRST_PUBLISHED_DATETIME,META_FIRST_PUBLISHED_DATE,META_LAST_MODIFIED_DATETIME,NLP_KEYWORDS,TITLE_TAG_VALUE,META_DESCRIPTION
url64,https://holycowvegan.net/basics-almond-milk/,1.7,373,354,9.03,2.63,2010-11-24T15:43:00,2010-11-24T15:43:00,2017-04-17T18:37:56,almond - way - tsp - vegan - substitute - recipe - almonds - milk - recipes - sweets,How to Make Almond Milk - Holy Cow! Vegan Recipes,A recipe for homemade Almond Milk. This is so simple and without any of the additives present in store-bought almond milk.
url65,https://holycowvegan.net/be-well-lucy/,4.6,980,972,9.644,5.707,2010-04-14T13:38:00,2010-04-14T13:38:00,2014-03-21T01:39:51,loves - long - dogs - run - pain - maybe - think - lucy - desi - walk,"Be Well, Lucy | Holy Cow! Vegan Recipes",No meta description found.
url66,https://holycowvegan.net/bean-and-oats-burgers/,3.2,694,668,8.688,0.419,2011-03-29T11:00:00,2011-03-29T11:00:00,2019-07-03T16:30:42,burgers - bean - veggie - burger - vegan - g - grillworthy - recipes - oats - beans,Vegan Bean and Oats Burger - Holy Cow! Veggie Burger Recipes,"Vegan Bean and Oats Burger. A recipe for a hearty, gluten-free burger patty that is great for the grill and is guaranteed to satisfy vegetarians and meat lovers."
url67,https://holycowvegan.net/bean-and-oats-dosa/,1.3,522,272,8.658,0.532,2011-04-09T16:30:00,2011-04-09T16:30:00,2019-05-23T17:44:44,bean - lentils - week - dosas - making - dosa - recipe - soaked - soak - oats - rice - tastier,Bean and Oats Dosa - Holy Cow!,A recipe for delicious and healthy -- and simple -- Bean and Oats Dosa crepes. These are crispy and amazing.
url68,https://holycowvegan.net/bean-bulgur-salad-pesto-fat-free/,2.5,523,528,5.362,0.904,2014-07-25T08:00:32,2014-07-25T08:00:32,2019-01-07T20:04:52,bean - mangoes - bulgur - recipe - cups - spinach - pesto - beans - fatfree - salad - cup,Bean Bulgur Salad with Spinach Pesto - Holy Cow! Vegan Recipes,"A fat-free recipe for Bean Bulgur Salad flavored with green, vibrant spinach and basil pesto. Add more spinach, mangoes and tomato for bold flavor."
url69,https://holycowvegan.net/bean-walnut-mushroom-burgers-grillable/,4.6,991,975,2.641,2.512,2017-04-13T09:00:35,2017-04-13T09:00:35,2017-05-30T22:42:22,burgers - bean - veggie - walnut - burger - mushroom - grill - great - mushrooms - walnuts - falls,Bean Walnut Mushroom Burgers. Great on the grill. | Holy Cow! Vegan Recipes,"These very grillable Bean Walnut Mushroom Burgers are hefty, have great texture with the walnuts and oats, and they can easily be made in advance and frozen"
url70,https://holycowvegan.net/beets-infused-with-garlic-and-olive-oil/,1.9,416,393,10.893,2.63,2009-01-13T03:02:00,2009-01-13T03:02:00,2017-04-17T21:36:09,vegan - middle - olive - oil - recipe - beets - recipes - supersimple - thanks - slice - garlic,Beets with Garlic and Olive Oil - Holy Cow!,A super-simple recipe for nutritious beets infused with garlic and olive oil. This recipe comes together in minutes.
url71,https://holycowvegan.net/belly-warming-vegan-stews/,1.6,427,340,3.123,0.91,2016-10-19T12:01:28,2016-10-19T12:01:28,2019-01-05T10:12:12,loves - love - peas - vegan - thing - 20 - warming - black - belly - stew - recipes - lamb - stews,20 belly warming vegan stews | Holy Cow! Vegan Recipes,"20 vegan stews, including Cassoulet, Lebanese Chickpea Stew, Ethiopian Lentil Stew, Caribbean Black Eyed Peas Stew, Osso Bucco, Irish Lamb Stew, and more."
url72,https://holycowvegan.net/berber-pizza/,3.1,645,648,10.625,2.63,2009-04-21T15:31:00,2009-04-21T15:31:00,2017-04-17T21:24:36,dough - tsp - pizza - vegan - olive - oil - flour - recipes - berber - cup,Vegan Berber Pizza | Holy Cow! Vegan Recipes,"A recipe for a delicious Moroccan vegan berber pizza, a covered pizza stuffed with a mixture of onions, herbs, and spices."
url73,https://holycowvegan.net/besan-and-cashew-halwa/,2.4,535,518,6.151,2.63,2013-10-10T12:00:00,2013-10-10T12:00:00,2017-04-17T16:06:00,india - wanted - laddoo - besan - seeds - healthy - laddoos - season - halwa - cashew - right,Besan Cashew Halwa | Holy Cow! Vegan Recipes,"A recipe for a delicious dairy-free vegan Indian sweet, besan cashew halwa, made with chickpea flour and cashews. Gluten-free."
url74,https://holycowvegan.net/best-focaccia-ever/,1.5,814,328,7.693,0.929,2012-03-26T15:50:00,2012-03-26T15:50:00,2018-12-29T15:29:12,really - technique - focaccia - vegan - soft - wet - wasnt - tv - best - instead - bread,Best. Focaccia. Ever. - Holy Cow! Vegan Recipes,A recipe for the best vegan focaccia bread you will ever make and eat. This bread is light and airy and perfectly fragrant with rosemary.
url75,https://holycowvegan.net/best-sourdough-sandwich-bread-yeast-free/,4.1,883,869,3.181,0.436,2016-09-28T09:00:07,2016-09-28T09:00:07,2019-06-27T12:05:22,dough - water - yeastfree - flour - recipe - loaf - best - sourdough - cup - sandwich - bread - starter,"The Best Sourdough Sandwich Bread, yeast-free | Holy Cow! Vegan Recipes","A delicious, homemade sourdough sandwich bread with five ingredients and no added yeast. It's the perfect loaf and it slices beautifully."
url76,https://holycowvegan.net/best-vegan-white-pasta-sauce/,4.4,944,936,2.753,0.337,2017-03-03T09:00:24,2017-03-03T09:00:24,2019-08-02T09:21:08,add - beans - dry - vegan - sauce - white - heat - best - delicious - pasta - cook,The best vegan white pasta sauce. Ever. | Holy Cow! Vegan Recipes,"This vegan white pasta sauce has it all: it is silky, creamy, garlicky, savory, delicious, and versatile. And it's made with good-for-you beans."
url77,https://holycowvegan.net/bharli-vangi-stuffed-eggplants/,5.7,1218,1217,7.085,0.477,2012-11-03T18:37:00,2012-11-03T18:37:00,2019-06-12T16:14:02,pressure - way - tsp - eggplant - cooker - vangi - coconut - stuffing - little - bharli - stuffed - eggplants,Bharli Vangi (Stuffed Eggplants) | Holy Cow! Vegan Recipes,"A delicious recipe of stuffed eggplants from Maharashtra, India, also called Bharli Vangi. Coconut and jaggery add incredible flavor."
url78,https://holycowvegan.net/bhel-bombay-and-bollywood/,5.8,1222,1222,11.027,0.416,2008-11-25T02:25:00,2008-11-25T02:25:00,2019-07-04T18:03:18,food - indian - sung - love - songs - cook - holy - cow - bhel - song - mumbai - movies - street - sea - bombay,Bhel Recipe - Holy Cow! Mumbai Street Food,"A recipe for Bhel, a tangy, spicy, sweet street food recipe that comes straight from the streets of Bombay, with a side of Bollywood."
url79,https://holycowvegan.net/bitter-gourd-subzi/,2.6,550,542,10.904,0.466,2009-01-09T23:31:00,2009-01-09T23:31:00,2019-06-16T21:48:41,tbsp - bitter - cook - onions - recipes - gourd - delicious - peanuts - stir - sabzi,Bitter Gourd Sabzi | Holy Cow! Vegan Recipes,"A simple but delicious recipe for karela sabzi or bitter gourd subzi, an Indian side dish made with bitter gourds and peanuts."
url80,https://holycowvegan.net/black-bean-hummus-with-olives/,1.3,238,271,11.874,2.63,2008-01-21T17:48:00,2008-01-21T17:48:00,2017-04-17T22:25:39,bean - sesame - vegan - fats - holy - healthy - black - cow - cholesterol - recipes - hummus - unsaturated - fat - know,Black Bean Hummus - Holy Cow! Vegan Recipes,A recipe for the most delicious Black Bean Hummus with olives and parsley. This is a great and just-as-healthy alternative to the traditional hummus.
url81,https://holycowvegan.net/black-eyed-peas-dal-with-cilantro-and-mint/,3.9,871,837,0.679,0.378,2019-03-30T09:00:01,2019-03-30T09:00:01,2019-07-18T13:24:28,peas - let - g - cilantro - recipe - eyed - black - recipes - dal - mint,Black Eyed Peas Dal with Cilantro and Mint | Holy Cow! Vegan Recipes,"A fresh-tasting, herb-infused, eight-ingredient Black Eyed Peas Dal with Cilantro and Mint. Vegan, gluten-free, soy-free and nut-free recipe."
url82,https://holycowvegan.net/black-eyed-peas-tikka-masala/,4.1,867,867,3.923,0.403,2016-01-01T08:00:55,2016-01-01T08:00:55,2019-07-09T20:17:56,add - peas - tikka - sweet - potatoes - masala - minutes - eyed - black - cook,Black Eyed Peas Tikka Masala | Holy Cow! Vegan Recipes,This black eyed pea tikka masala flecked with collard greens and sweet potatoes is the perfect way to get your new year-- or any day-- to a great start.
url83,https://holycowvegan.net/black-eyed-peas-with-ground-beef-lobhia-keema/,4.6,980,965,4.214,0.011,2015-09-17T08:00:20,2015-09-17T08:00:20,2019-11-29T21:50:56,tsp - ground - beef - peas - g - vegan - black - eyed - stew - cook,Black Eyed Peas With Ground 'Beef' - Holy Cow! Vegan Recipes,An Indian recipe for a delicious and flavorful stew of Black Eyed Peas with Meatless Beef. Bright spices set this chili-like dish apart.
url84,https://holycowvegan.net/black-rice-risotto/,3.1,651,652,5.649,0.995,2014-04-11T08:00:52,2014-04-11T08:00:52,2018-12-05T18:34:38,add - tsp - water - vegan - holy - risotto - black - cow - onions - recipes - mushrooms - rice - cup - pepper,Black Rice Risotto - Holy Cow! Vegan Recipes,A delicious and healthy recipe for black rice risotto with mushrooms and caramelized onions. Black rice is a superfood packed with antioxidants and protein.
url85,https://holycowvegan.net/blender-tofu-curry/,2.7,586,566,3.816,0.932,2016-02-09T08:00:39,2016-02-09T08:00:39,2018-12-28T17:45:49,tsp - tbsp - vegan - sauce - easy - curry - tomatoes - tofu - heat - blender - cashews,Easy Blender Tofu Curry | Holy Cow! Vegan Recipes,"A quick and easy blender tofu curry with a sauce of tomatoes, cashews and spices coating chewy baked tofu. This goes perfectly with rice or rotis."
url86,https://holycowvegan.net/blissful-bakhlava/,2.9,609,608,12.008,2.534,2007-12-03T18:58:00,2007-12-03T18:58:00,2017-05-22T19:10:09,sheets - tsp - sugar - baklava - sheet - vegan - holy - oil - cow - recipes - filo - pastry,Vegan Baklava - Holy Cow! Vegan Recipes,"An easy to follow recipe for a butterless and vegan Baklava. Spices like cardamom, cloves and cinnamon add lots of delicious flavor to this recipe."
url87,https://holycowvegan.net/blog/,0.2,53,36,4.573,4.573,2015-05-09T19:14:02,2015-05-09T19:14:02,2015-05-09T19:14:02,stood - means - blog - friends - including - foods - recipes - read - thanksgiving - favorites - old,Blog | Holy Cow! Vegan Recipes,No meta description found.
url88,https://holycowvegan.net/blueberry-muffins-for-iavw-british/,2.1,438,438,10.405,0.463,2009-07-10T02:12:00,2009-07-10T02:12:00,2019-06-17T08:53:52,tsp - ingredients - remember - blueberry - wholewheat - muffin - recipes - british - muffins - ship - mins - cup,Whole-Wheat Blueberry Muffins | Holy Cow! Vegan Recipes,No meta description found.
url89,https://holycowvegan.net/bolillos-mexican-rolls/,2.9,611,609,8.074,0.595,2011-11-08T17:43:00,2011-11-08T17:43:00,2019-04-30T10:13:44,dough - tsp - vegan - g - holy - recipe - cow - recipes - rolls - delicious - bread - perfect,Bolillos recipe - Holy Cow! Vegan Recipes,"Bolillos are crusty, football-shaped Mexican bread rolls that are perfect for tortas or just about any kind of sandwich. This recipe makes perfect bolillos."
url90,https://holycowvegan.net/bombay-life-in-pictures/,2.1,562,437,6.236,0.893,2013-09-09T19:47:00,2013-09-09T19:47:00,2019-01-11T20:18:43,way - wonderful - set - traffic - special - share - recipes - pictures - life - city - bombay,Bombay: Life in Pictures | Holy Cow! Vegan Recipes,"Photos of everyday life taken during a visit to my hometown of Bombay, India."
url91,https://holycowvegan.net/bowtie-bolognese/,2.5,546,520,4.534,0.359,2015-05-23T09:00:36,2015-05-23T09:00:36,2019-07-25T17:29:06,add - ground - vegan - sauce - meaty - crumbles - holy - tomatoes - cow - heat - recipes - bolognese - pasta - pepper,Bowtie Bolognese - Holy Cow! Vegan Recipes,"Farfalle pasta in a light, refreshing and meaty vegan bolognese sauce with fresh tomatoes, smoky sage, and sweet mint. The best bolognese ever."
url92,https://holycowvegan.net/braised-radishes-with-lavender/,3.2,686,686,4.271,0.011,2015-08-27T08:00:20,2015-08-27T08:00:20,2019-11-29T22:17:43,vegetable - g - braised - olive - recipe - lavender - vegetables - radishes - mg - radish,Braised Radishes with Lavender | Holy Cow! Vegan Recipes,"A flavorful, vegan recipe for braised radishes, made by cooking radish bulbs in a vegetable stock with shallots, and later seasoned with lavender."
url93,https://holycowvegan.net/bread-pakora/,5.3,1658,1116,0.195,0.063,2019-09-23T10:31:15,2019-09-23T10:31:15,2019-11-10T18:39:38,food - indian - going - wheat - stuffing - pakora - oil - white - street - bread,Bread Pakora | Holy Cow! Vegan Recipes,"A Bread Pakora is Indian street food at its best. Its spicy, salty, tangy and sweet flavors, and golden-brown crunchyness, make it a party for your mouth."
url94,https://holycowvegan.net/breakfast-brunch-recipes-mothers-day/,4.1,873,875,2.562,0.567,2017-05-12T09:00:13,2017-05-12T09:00:13,2019-05-10T20:13:24,mom - love - brunch - day - vegan - breakfast - loved - remember - recipes - mothers - chocolate - memories - cook,"Vegan Breakfast, Brunch Recipes for Mother's Day - Holy Cow! Vegan Recipes",A collection of sweet and savory vegan breakfast brunch recipes for Mother's Day. Includes gluten-free and nut-free options.
url95,https://holycowvegan.net/breakfast-instant-pot-pie-with-vegan-sausage-and-beans/,4.6,998,976,0.951,0.534,2018-12-21T09:00:46,2018-12-21T09:00:46,2019-05-22T16:14:23,add - pastry - instant - vegetable - vegan - breakfast - puff - pie - beans - sausage - pot,Breakfast Instant Pot Pie with Vegan Sausage and Beans | Holy Cow! Vegan Recipes,A vegan Breakfast Instant Pot Pie with vegan sausage and a crispy puff pastry crust that comes together in minutes and can be made the day before.
url96,https://holycowvegan.net/breakfast-with-desi/,2.7,583,572,8.792,0.866,2011-02-19T20:30:00,2011-02-19T20:30:00,2019-01-21T19:50:11,nut - fruit - add - oatmeal - tbsp - breakfast - grams - desi - desis - minced1 - dried - cereal - fat,Desi's Fruit and Nut Oatmeal Breakfast | Holy Cow! Vegan Recipes,No meta description found.
url97,https://holycowvegan.net/brinjal-pulippu-kootu/,4.3,927,922,5.685,2.186,2014-03-29T09:55:24,2014-03-29T09:55:24,2017-09-26T13:19:39,indian - lentils - water - add - tsp - eggplant - coconut - tamarind - pulippu - dal - kootu - south - brinjal - cook,"South Indian Eggplant Dal, or Brinjal Pulippu Kootu - Holy Cow! Vegan Recipes","A traditional Tamil recipe for Brinjal Pulippu Kootu, a thick, coconut-laced dal tangy with tamarind and spiced with sambar spices from South India."
url98,https://holycowvegan.net/broccoli-stir-fry-recipe/,1.7,597,353,0.079,0.063,2019-11-04T08:00:37,2019-11-04T08:00:37,2019-11-10T18:09:14,broccoli - way - florets - ingredients - vegan - minutes - 20 - stems - favorite - fry - delicious - stir,"Broccoli Stir Fry (four ingredients, 20 minutes) | Holy Cow! Vegan Recipes",No meta description found.
url99,https://holycowvegan.net/brown-rice-dhokla/,4.9,1020,1031,9.159,2.625,2010-10-08T02:57:00,2010-10-08T02:57:00,2017-04-19T22:02:20,brown - vegan - recipe - recipes - rice - dish - steamed - dhokla - salt - cup,Vegan Brown Rice Dhokla | Holy Cow! Vegan Recipes,"A vegan recipe for brown rice dhokla, steamed, spongy, deliciously savory blocks made of lentils and brown rice. A dairyfree and gluten-free recipe."
url100,https://holycowvegan.net/brown-rice-dosas/,4.4,922,929,10.044,0.096,2009-11-19T22:07:00,2009-11-19T22:07:00,2019-10-29T20:22:15,hot - batter - water - indian - brown - dosas - g - dosa - recipe - soaking - rice,Brown Rice Dosa Recipe - Holy Cow! Vegan Recipes,"A recipe for the best brown rice dosa, including a tip for quick-soaking the brown rice. This is a healthy and gluten-free recipe."
url101,https://holycowvegan.net/brown-rice-salad/,3.6,785,767,1.745,0.904,2018-03-06T08:00:04,2018-03-06T08:00:04,2019-01-07T20:02:42,tsp - brown - g - dressing - minutes - dill - rice - orange - beans - salad - cook,"Brown Rice Salad with Dill, Beans and Orange Dressing | Holy Cow! Vegan Recipes","This protein-packed vegan Brown Rice Salad with green beans, mushrooms and lima beans, and orange-cashew dressing. Gluten-free and soy-free."
url102,https://holycowvegan.net/brown-rice-uthappam-with-sundried/,4.8,1023,1014,7.671,0.866,2012-04-03T14:09:00,2012-04-03T14:09:00,2019-01-21T22:43:26,sundried - batter - water - brown - vegan - chutney - holy - dal - cow - tomato - recipes - rice - uthappam,Brown Rice Uthappam - Holy Cow! Vegan Recipes,"A recipe for brown rice uthappam, a healthier version of the south Indian tiffin snack. Eat this with a coriander chutney or try my sundried tomato chutney."
url103,https://holycowvegan.net/buckwheat-brown-rice-waffles-gluten/,3.0,641,633,8.781,1.858,2011-02-23T19:32:00,2011-02-23T19:32:00,2018-01-24T12:27:20,tsp - tbsp - day - vegan - waffles - waffle - flour - wholewheat - glutenfree - rice,Vegan Gluten-Free Waffles - Holy Cow! Vegan Recipes,These vegan gluten-free waffles are made with brown rice and buckwheat flours. Top with maple syrup or fruit syrup for a breakfast treat.
url104,https://holycowvegan.net/burrito-bowl/,4.2,925,881,10.06,0.567,2009-11-13T17:27:00,2009-11-13T17:27:00,2019-05-10T10:16:28,add - water - tbsp - beans - vegan - burrito - heat - great - rice - bowl - stir,Vegan Burrito Bowl | Holy Cow! Vegan Recipes,"A fresh and healthy vegan burrito bowl with yellow rice, black beans, and guacamole. Top with some salsa for more deliciousness."
