URL_NUM,URL_NAME,NLP_READING_TIME_IN_MINS_212WPM,BSOUP_NUMWORDS,NLP_NUMWORDS,META_YEARS_SINCE_FIRST_PUBLISHED,META_YEARS_SINCE_LAST_MODIFIED,NLP_FIRST_PUBLISHED_DATETIME,META_FIRST_PUBLISHED_DATE,META_LAST_MODIFIED_DATETIME,NLP_KEYWORDS,TITLE_TAG_VALUE,META_DESCRIPTION
url62,https://www.mygingergarlickitchen.com/aloo-tikki-chaat/,13.1,4226,2781,0.211,0.211,2023-11-12T23:23:27,2023-11-12T23:23:27,2023-11-12T23:23:27,powder - dal - tikki - recipe - add - chaat - crispy - tikkis - aloo - stuffing,Aloo Tikki Chaat Recipe | Aloo Patties Chaat Recipe | Tikki Chaat,"Aloo Tikki Chaat is a delicious and very famous Indian street food where crispy potato patty (Aloo Tikki) is topped with chutneys, yogurt, and crispy sev."
url63,https://www.mygingergarlickitchen.com/aloo-tikki/,11.1,3487,2346,0.205,0.205,2023-11-14T09:55:20,2023-11-14T09:55:20,2023-11-14T09:55:20,potatoes - aloo - powder - dal - tikki - spicy - recipe - add - patty - crispy - tikkis - potato - stuffing,Crispy Aloo Tikki Recipe (North Indian Style Spicy Potato Patty),"Aloo Tikki or spicy potato patty is a popular, delicious, crisp, and flavourful North Indian street food. Perfect as an evening snack."
url64,https://www.mygingergarlickitchen.com/alternatives-to-dairy-cream/,3.8,784,811,0.252,0.252,2023-10-28T02:30:21,2023-10-28T02:30:21,2023-10-28T02:30:21,creamy - various - exploring - recipes - options - cream - dairy - used - alternative - plantbased - alternatives - coconut,Alternatives to dairy cream: Exploring plant-based options,"This article will delve into the world of plant-based alternatives to dairy cream, exploring various options that cater to different dietary needs and preferences."
url65,https://www.mygingergarlickitchen.com/amritsari-chole/,10.5,2914,2233,0.233,0.233,2023-11-04T16:16:01,2023-11-04T16:16:01,2023-11-04T16:16:01,masala - curry - chole - amritsari - authentic - recipe - restaurant - add - chickpeas - punjabi,Amritsari Chole Recipe + Video (Authentic Punjabi Chole Masala Recipe),Amritsari Chole is an authentic Punjabi style chickpea curry that would surely bring a flavor of Amritsar streets right into your home. Perfect with bhature.
url66,https://www.mygingergarlickitchen.com/an-espresso-in-my-hand-i-feel-like-a-woman/,0.2,0,41,0.2,0.2,2023-11-16T02:37:05,2023-11-16T02:37:05,2023-11-16T02:37:05,share - hand - welcome - food - tips - styling - thats - recipes - ya - tosread - woman - thinking - feel - espresso,"An Espresso In My Hand, I Feel Like A Woman","An Espresso In My Hand, I Feel Like A Woman"
url67,https://www.mygingergarlickitchen.com/anupama-paliwal-quote/,0.2,0,41,0.247,0.247,2023-10-30T23:26:17,2023-10-30T23:26:17,2023-10-30T23:26:17,share - welcome - food - tips - styling - thats - recipes - ya - tosread - quote - thinking - paliwal - anupama,ANUPAMA PALIWAL QUOTE,ANUPAMA PALIWAL QUOTE
url68,https://www.mygingergarlickitchen.com/apple-cinnamon-brownie-with-caramel-drizzle/,6.1,1679,1287,0.173,0.173,2023-11-26T04:47:02,2023-11-26T04:47:02,2023-11-26T04:47:02,fall - apples - drizzle - butter - apple - love - caramel - simple - ingredients - cinnamon - change - trees - brownie,Apple Cinnamon Brownie with Caramel Drizzle,"Simple and tasty brownies are made with basic ingredients like apples, cinnamon, and cardamom. These succulent Apple Cinnamon Brownies make perfect brunch."
url69,https://www.mygingergarlickitchen.com/apple-cinnamon-spiced-choco-coffee-ice-cream/,1.8,667,383,0.227,0.227,2023-11-06T21:48:32,2023-11-06T21:48:32,2023-11-06T21:48:32,ready - choco - ice - cream - apple - recipe - steaming - holiday - cinnamon - hot - spiced - coffee,Apple Cinnamon Spiced Choco Coffee with Ice Cream,"Apple Cinnamon Spiced Choco Coffee with Ice Cream is a steaming hot beverage. It is sweet, and perfect for christmas and holiday parties."
url70,https://www.mygingergarlickitchen.com/apple-cucumber-mozzarella-pearls-salad/,3.7,1038,775,0.156,0.156,2023-12-02T21:20:02,2023-12-02T21:20:02,2023-12-02T21:20:02,share - mozzarella - recipes - today - apple - pearls - detox - recipe - cucumber - salad - salads,Apple Cucumber Mozzarella Pearls Salad Recipe (Caprese Salad),"This easy Apple Cucumber Mozzarella Pearls Salad is so fresh, and is literally bursting with color and flavor! It is trouble-free to put together too."
url71,https://www.mygingergarlickitchen.com/apple-hand-pies-video-recipe/,5.3,1558,1121,0.192,0.192,2023-11-19T21:04:01,2023-11-19T21:04:01,2023-11-19T21:04:01,pie - hand - talk - filling - pastry - know - dough - apple - puff - pies,Apple Hand Pies,"These apple hand pies are pretty easy and simple to make. They are buttery, flaky, crisp on the outside and luscious and sweet inside."
url72,https://www.mygingergarlickitchen.com/apple-rose-mini-tartlets/,5.4,1503,1150,0.247,0.247,2023-10-30T23:34:04,2023-10-30T23:34:04,2023-10-30T23:34:04,rose - tartlets - soft - pastry - apples - apple - love - puff - easy - cinnamon - mini,Apple Rose Mini Tartlets,"Apple Rose Mini Tartlets. These are made with lots of soft, juicy and delicious apple slices which are wrapped in sweet-cinnamony, crispy puff pastry sheets."
url73,https://www.mygingergarlickitchen.com/apple-salad/,7.5,2105,1591,0.162,0.162,2023-11-30T22:54:05,2023-11-30T22:54:05,2023-11-30T22:54:05,sweet - greens - dressing - cheese - apples - flavors - apple - recipe - add - salad,Apple Salad Recipe - 5 Minute Meal,"Elevate your meal with a crisp and refreshing Apple Salad with honey Vinaigrette. A perfect blend of sweet, savory, and crunch in every bite"
url74,https://www.mygingergarlickitchen.com/apple-shaped-milk-peda/,10.4,2941,2198,0.249,0.249,2023-10-29T15:26:18,2023-10-29T15:26:18,2023-10-29T15:26:18,doodh - mixture - powder - shaped - saffron - apple - peda - recipe - add - milk - sweet,Apple Shaped Milk Peda Recipe & Video (Easy Doodh Peda Recipe),Easy Apple Shaped Milk Peda recipe in 20 minutes. This super cute and delicious Apple Shaped Milk Peda is a quick and instant classic Doodh Peda.
url75,https://www.mygingergarlickitchen.com/apple-upside-down-puff-pastry/,7.6,2145,1606,0.14,0.14,2023-12-08T09:13:37,2023-12-08T09:13:37,2023-12-08T09:13:37,pastry - apples - apple - puff - recipe - upsidedown - pastries - tart - dessert - upside,Easy Apple Upside Down Puff Pastry Recipe (30 Minutes Recipe),This irresistible Apple Upside Down Puff Pastry recipe is a blend of caramelized apples and flaky puff pastry. Delicious dessert in 30 mins.
url76,https://www.mygingergarlickitchen.com/atta-biscuits-whole-wheat-indian-cookies-video-recipe/,4.5,1360,948,0.211,0.211,2023-11-12T06:39:31,2023-11-12T06:39:31,2023-11-12T06:39:31,milk - tea - video - little - recipe - cookies - indian - biscuits - wheat - atta,Atta Biscuits Recipe + Video | Eggless Whole Wheat Biscuits,"These everyday Atta Biscuits aka Whole Wheat Indian Cookies are popular tea time cookies in India. Easy, eggless, crispy and scented with cardamom."
url77,https://www.mygingergarlickitchen.com/atta-ladoo/,9.0,2482,1906,0.214,0.214,2023-11-11T20:32:20,2023-11-11T20:32:20,2023-11-11T20:32:20,flour - ladoos - sugar - ghee - mixture - powder - ladoo - recipe - wheat - atta,Atta Ladoo - Wheat Ladoo (Step-By-Step + Video Recipe),"Atta Ladoo is a traditional and delicious North Indian sweet made during winter. Made with wheat flour, dry fruits, sweetener, and ghee."
url78,https://www.mygingergarlickitchen.com/authentic-italian-pizza-at-home/,3.3,678,710,0.192,0.192,2023-11-19T15:12:43,2023-11-19T15:12:43,2023-11-19T15:12:43,taste - pizza - cheese - unique - pizzas - italian - authentic - dough - oven - possible,Authentic Italian Pizza at Home: From the pizza oven to the dough,"Do you want to make your own authentic Italian pizza at home? If so, you found the right article here! We have all the information that you need."
url79,https://www.mygingergarlickitchen.com/avocado-chaat/,8.8,2449,1863,0.079,0.079,2023-12-30T10:40:33,2023-12-30T10:40:33,2023-12-30T10:40:33,powder - added - yogurt - flavors - chaat - add - avocado - avocados - chutney - chickpeas,"Avocado Chaat: Quick, Delicious, & Easy Indian Street Food",Transform your meal with our Avocado Chaat recipe! Discover a fusion of textures and tastes that will leave your taste buds craving for more.
url80,https://www.mygingergarlickitchen.com/avocado-cheese-spread/,8.8,2431,1868,0.175,0.175,2023-11-25T08:24:17,2023-11-25T08:24:17,2023-11-25T08:24:17,spread - cheese - cream - recipe - juice - add - lemon - avocado - blender - creamy,5-Minute Avocado Cheese Spread: The Perfect Party Dip,"Indulge in the rich creaminess of Avocado Cheese Spread—a gourmet delight for toast, crackers, or as a dip. Easy, healthy, and satisfying."
url81,https://www.mygingergarlickitchen.com/avocado-paratha-avocado-roti/,12.9,3873,2726,0.17,0.17,2023-11-27T23:54:39,2023-11-27T23:54:39,2023-11-27T23:54:39,flour - paratha - ghee - wheat - roti - dough - add - oil - avocado - parathas,Avocado Paratha + Avocado Roti (Step-By-Step + Video Recipes),Avocado Paratha and Avocado Roti are super delicious Indian Whole Wheat flatbread prepared with whole wheat flour and avocados.
url82,https://www.mygingergarlickitchen.com/avocado-salad/,9.0,2476,1909,0.016,0.016,2024-01-22T22:56:06,2024-01-22T22:56:06,2024-01-22T22:56:06,flakes - adding - recipe - ingredients - juice - add - lemon - avocado - avocados - salad,Avocado Salad - 5 Minutes Easy & Nutrient-Packed Meal,Indulge in vibrant goodness with our Avocado Salad recipe with a Step-by-Step Video Tutorial  – a refreshing blend meal in under 5 minutes!
url83,https://www.mygingergarlickitchen.com/avocado-tomato-cucumber-salad-kiwi-dressing-video-recipe/,5.1,1450,1072,0.227,0.227,2023-11-06T22:22:07,2023-11-06T22:22:07,2023-11-06T22:22:07,olive - dressing - tomato - try - food - gonna - avocado - cucumber - salad - beans - kiwi,Avocado Tomato Cucumber Salad with Kiwi Dressing,"This is a light, fresh, healthy, gluten-free and full of flavor salad. It can be vegan if you skip egg. It makes a great picnic, perfect work/holiday lunch."
url84,https://www.mygingergarlickitchen.com/awesome-pineapple-coconut-rabri-recipe/,1.3,504,274,0.216,0.216,2023-11-10T13:36:03,2023-11-10T13:36:03,2023-11-10T13:36:03,cook - fruityjuicy - dessert - rabri - indian - flavor - pineapple - coconut - milk - unique,Pineapple Coconut Rabri,Pineapple Coconut Rabri is an Indian dessert. This exotic sweet dish has a unique fruity-juicy pineapple flavor which shines this authentic dessert Rabri.
url85,https://www.mygingergarlickitchen.com/badam-burfi/,11.0,3170,2331,0.219,0.219,2023-11-09T00:50:22,2023-11-09T00:50:22,2023-11-09T00:50:22,burfi - flour - almond - mixture - powder - recipe - almonds - katli - parchment - badam,Badam Burfi Recipe | Badam Katli Recipe | Almond Burfi,Classic Badam Burfi aka Badam Katli made with whole almonds or blanched almond Flour! This is a very easy that can be made by beginners.
url86,https://www.mygingergarlickitchen.com/badam-ladoo/,8.3,2454,1758,0.195,0.195,2023-11-18T05:33:03,2023-11-18T05:33:03,2023-11-18T05:33:03,flour - ladoos - almond - sugar - ladoo - recipe - almonds - add - milk - badam,Badam Ladoo - Saffron Almond Ladoo (Recipe + Video),"Badam Ladoo or almonds Ladoo are rich, flavorful & delicious Indian sweet balls prepared with almonds, sweetener, ghee, & nuts."
url87,https://www.mygingergarlickitchen.com/badam-milkshake/,10.6,2938,2237,0.263,0.263,2023-10-24T21:27:48,2023-10-24T21:27:48,2023-10-24T21:27:48,almond - video - powder - custard - milkshake - recipe - drink - stepbystep - add - shake - milk - picture - badam,Badam (Almond) Milkshake - (Step-By-Step Picture + Video Recipe),"Badam milkshake, or Indian Almond Milkshake, is a delectable and refreshing drink that is popular in India during the summer season."
url88,https://www.mygingergarlickitchen.com/badam-sharbat/,10.4,2802,2195,0.214,0.214,2023-11-11T00:15:44,2023-11-11T00:15:44,2023-11-11T00:15:44,sharbat - almond - sugar - syrup - almonds - drink - water - add - ka - badam,Badam Sharbat (Step-By-Step + Video Recipe),"Badam Sharbat or Almond Sharbat is a refreshingly delicious and healthy summer drink made using raw almonds, sugar, cardamom, and water."
url89,https://www.mygingergarlickitchen.com/baked-feta-pasta/,8.7,2420,1844,0.173,0.173,2023-11-26T20:40:42,2023-11-26T20:40:42,2023-11-26T20:40:42,pasta - tomatoes - cheese - sauce - dish - recipe - ingredients - add - feta - baked,How to Make TikTok's Baked Feta Pasta Recipe (Easy Pasta Recipe),"This Viral Baked Feta Pasta that is oozing with the goodness of cherry tomatoes, garlic, and cheese is sure to become a hit at your table."
url90,https://www.mygingergarlickitchen.com/baked-garlicky-sweet-potato-chips-recipe/,1.0,496,210,0.2,0.2,2023-11-16T02:01:57,2023-11-16T02:01:57,2023-11-16T02:01:57,sweet - potatoes - chips - powder - seasoned - snack - salt - oven - add - garlicky - baked - potato,Baked Garlicky Sweet Potato Chips,"Baked Garlicky Sweet Potato Chips are crispy, sweet-salty, and seasoned chips. A perefect vegan, guilt-free, and gluten-free snack."
url91,https://www.mygingergarlickitchen.com/baked-masala-potato-wedges-indian-spiced-crispy-potato-wedges-recipe-video/,4.3,1333,905,0.238,0.238,2023-11-02T13:57:10,2023-11-02T13:57:10,2023-11-02T13:57:10,wedges - masala - potatoes - autumn - chopped - yogurt - recipe - add - crispy - spiced - baked - potato,Spiced Crispy Masala Potato Wedges (Baked) | Indaian Potato Wedges,These simple to make crispy and spicy baked masala coated potato wedges are great snacks. Taste best when natural yogurt gets drizzled over the baked Wedges.
url92,https://www.mygingergarlickitchen.com/baked-mushroom-spinach-kofta-curry-recipestory/,8.0,2208,1694,0.205,0.205,2023-11-14T03:15:26,2023-11-14T03:15:26,2023-11-14T03:15:26,eat - mom - curry - minutes - cook - sister - mushroom - rich - kofta - spinach - aunty - baked,Baked Mushroom Spinach Kofta Curry,"The kofta (veggie ball) in has green spinach, mushrooms, mashed potatoes as balls which are baked first and and dipped in a classic tomato rich creamy sauce."
url93,https://www.mygingergarlickitchen.com/baked-samosa-with-chocolate-tamarind-chutney/,6.9,2224,1456,0.156,0.156,2023-12-02T18:02:56,2023-12-02T18:02:56,2023-12-02T18:02:56,samosa - samosas - chocolate - fried - powder - tamarind - snack - dough - add - chutney - baked,Baked Samosa with Chocolate Tamarind Chutney,Baked Samosa with Chocolate Tamarind Chutney. Samosa is stuffed and deep fried snack. It is made from triangular pastry shell with vegetable stuffing.
url94,https://www.mygingergarlickitchen.com/baked-tart-chickpea-curry-tamarind-chutney/,4.2,1157,880,0.197,0.197,2023-11-17T19:26:57,2023-11-17T19:26:57,2023-11-17T19:26:57,curry - think - pastry - yogurt - tamarind - baby - little - recipe - tart - chutney - baked - chickpea,Baked Tart with Chickpea Curry and Tamarind Chutney,"Baked Tart with Chickpea Curry and Tamarind Chutney is warm, buttery, crisp, filled with chickpea curry, and comes with the sweet-spicy-fragrant flavors."
url95,https://www.mygingergarlickitchen.com/banana-berry-choco-coffee-smoothie-video-recipe/,2.8,873,591,0.148,0.148,2023-12-05T21:40:35,2023-12-05T21:40:35,2023-12-05T21:40:35,right - chocolate - choco - perfect - berry - festive - powder - jam - flavor - banana - coffee - smoothie,Banana Berry Choco Coffee Smoothie,"Banana-Berry Choco-Coffee Smoothie is so simple yet so festive. It has the sweetness of banana, distinct flavor of coffee to shine that flavor."
url96,https://www.mygingergarlickitchen.com/banana-blueberry-baked-oatmeal/,9.3,2542,1980,0.222,0.222,2023-11-08T07:06:23,2023-11-08T07:06:23,2023-11-08T07:06:23,oatmeal - breakfast - blueberry - bananas - recipe - blueberries - banana - milk - baked - oats,Banana Blueberry Baked Oatmeal (Step-By-Step + Video Recipe),This Banana Blueberry Baked Oatmeal is a delicious breakfast or brunch recipe. This baked oatmeal recipe is laden with banana and blueberries.
url97,https://www.mygingergarlickitchen.com/banana-chai-cake-recipe/,2.1,1024,454,0.241,0.241,2023-11-01T21:27:21,2023-11-01T21:27:21,2023-11-01T21:27:21,minutes - tea - sugar - mixture - recipe - love - add - banana - chai - cake,Banana Chai Cake Recipe | Chai Banana Bread,Banana Chai Cake is a fruity spicy cake filled with delectable flavour of tea. A perfect recipe for breakfast.
url98,https://www.mygingergarlickitchen.com/banana-chocolate-muffins-wheat-flour-recipe/,1.3,567,279,0.153,0.153,2023-12-03T00:13:19,2023-12-03T00:13:19,2023-12-03T00:13:19,flour - chocolate - delicious - recipe - baking - easy - muffins - banana - wheat - healthier,Banana Chocolate Muffins,Banana Chocolate Muffins with wheat Flour is the healthier version of usual banana chocolate muffins. These delicious no-mess muffins are easy to make.
url99,https://www.mygingergarlickitchen.com/banana-coffee-shake/,3.8,1015,814,0.208,0.208,2023-11-13T19:13:19,2023-11-13T19:13:19,2023-11-13T19:13:19,yes - breakfast - summer - icecream - milkshake - drink - say - color - banana - shake - coffee,Banana Coffee Breakfast Milkshake | Instant Coffee Banana Smoothie,Banana Coffee Breakfast Milkshake is loaded with healthy ingredients our bodies crave all the time. Milkshake + coffee is a great way to start morning.
