BOOK_SERIAL_NUMBER;BOOK_TYPE;BOOK_NAME;BOOK_NAME_TRANSLATED_ENGLISH;BOOK_URL;BOOK_NAME_ENGLISH_TRANSLITERATED;BOOK_URL_HOME;PDF_URLS;NUM_MAX_PAGES
BOOK_SERIALNUM_67;Text Book Version;अन्ध परम्पराएं छोड़ें भी तोड़ें भी;leave blind traditions and break them;http://literature.awgp.org/book/andh_prampraye_chode_bhi_tode_bhi/v1.1;anadh paramaparaen chhodaen bhi todaen bhi;http://literature.awgp.org/book/andh_prampraye_chode_bhi_tode_bhi/v1;;http://literature.awgp.org/book/andh_prampraye_chode_bhi_tode_bhi/v1.5
BOOK_SERIALNUM_68;Scan Book Version;अन्धविश्वास से लाभ कुछ नहीं हानि अपार हैं;There is no gain from superstition, the loss is immense.;http://literature.awgp.org/book/andhavishvas_se_labh_kuchh_naheen_hani_apar_hain/v1.1;anadhvishavaas se laabh kuchh nahin haani apaar hain;http://literature.awgp.org/book/andhavishvas_se_labh_kuchh_naheen_hani_apar_hain/v1;http://literature.awgp.org/var/node/2345/Andhvishvas_Se_Labh_Kuchh_Nahi_Hani_Apar.pdf;http://literature.awgp.org/book/andhavishvas_se_labh_kuchh_naheen_hani_apar_hain/v1.27
BOOK_SERIALNUM_69;Text Book Version;अन्धविश्वासी नहीं विवेकशील बनिए;don't be superstitious be sensible;http://literature.awgp.org/book/andhvishwasi_nahi_vivekshil_baniye/v1.1;anadhvishavaasi nahin vivekashil banie;http://literature.awgp.org/book/andhvishwasi_nahi_vivekshil_baniye/v1;;
BOOK_SERIALNUM_70;Text Book Version;अन्नप्राशन चूड़ाकर्म और विद्यारम्भ संस्कार पद्धति;Annaprashan Chudakarma and Vidyarambh Sanskar method;http://literature.awgp.org/book/annprashan_chudakarm_aur_vidyarmbh_sanskar_paddhati/v1.1;ananaparaashan choodaaakarama aur vidayaaramabh sansakaar padadhti;http://literature.awgp.org/book/annprashan_chudakarm_aur_vidyarmbh_sanskar_paddhati/v1;;http://literature.awgp.org/book/annprashan_chudakarm_aur_vidyarmbh_sanskar_paddhati/v1.5
BOOK_SERIALNUM_71;Text Book Version;अपना उत्साह शिथिल न होने दें;don't let your spirits down;http://literature.awgp.org/book/apna_utsaah_shithil_na_hone_de/v1.1;apana utasaah shithil n hone den;http://literature.awgp.org/book/apna_utsaah_shithil_na_hone_de/v1;;
BOOK_SERIALNUM_72;Text Book Version;अपना उद्धार आप करें;save yourself;http://literature.awgp.org/book/apna_uddhar_aap_kare/v1.1;apana udadhar aap karen;http://literature.awgp.org/book/apna_uddhar_aap_kare/v1;;http://literature.awgp.org/book/apna_uddhar_aap_kare/v1.12
BOOK_SERIALNUM_73;Text Book Version;अपना सुधार संसार की सबसे बड़ी सेवा;Improving yourself is the greatest service in the world;http://literature.awgp.org/book/apana_sudhar_sansar_kee_sabase_badaee_seva/v1.1;apana sudhar sansaar ki sabase badai seva;http://literature.awgp.org/book/apana_sudhar_sansar_kee_sabase_badaee_seva/v1;http://literature.awgp.org/var/node/2354/Apana_Sudhar_Sansar_Ki_Sabase_Badi_Seva_2.pdf;http://literature.awgp.org/book/apana_sudhar_sansar_kee_sabase_badaee_seva/v1.32
BOOK_SERIALNUM_74;Scan Book Version;अपना सुधार संसार की सबसे बड़ी सेवा;Improving yourself is the greatest service in the world;http://literature.awgp.org/book/apana_sudhar_sansar_kee_sabase_badaee_seva/v1.1;apana sudhar sansaar ki sabase badai seva;http://literature.awgp.org/book/apana_sudhar_sansar_kee_sabase_badaee_seva/v1;http://literature.awgp.org/var/node/2354/Apana_Sudhar_Sansar_Ki_Sabase_Badi_Seva_2.pdf;http://literature.awgp.org/book/apana_sudhar_sansar_kee_sabase_badaee_seva/v1.32
BOOK_SERIALNUM_75;Text Book Version;अपने दीपक आप बनो तुम;you be your lamp;http://literature.awgp.org/book/apane_deepak_aap_bano_tum/v2.1;apane dipak aap bano tum;http://literature.awgp.org/book/apane_deepak_aap_bano_tum/v2;http://literature.awgp.org/var/node/65621/Apane_Deepak_Aap_Bano_Tum.pdf;http://literature.awgp.org/book/apane_deepak_aap_bano_tum/v2.31
BOOK_SERIALNUM_76;Scan Book Version;अपने दीपक आप बनो तुम;you be your lamp;http://literature.awgp.org/book/apane_deepak_aap_bano_tum/v1.1;apane dipak aap bano tum;http://literature.awgp.org/book/apane_deepak_aap_bano_tum/v1;http://literature.awgp.org/var/node/1645/Apane_Deepak_Aap_Bano_Tum.pdf;http://literature.awgp.org/book/apane_deepak_aap_bano_tum/v1.136
BOOK_SERIALNUM_77;Scan Book Version;अपने ब्राह्मण एवं संत को जिंदा रखें;keep your brahmin and saint alive;http://literature.awgp.org/book/apane_brahman_evan_sant_ko_jinda_keejie/v2.1;apane baraahaman evan sant ko jinda rakhen;http://literature.awgp.org/book/apane_brahman_evan_sant_ko_jinda_keejie/v2;http://literature.awgp.org/var/node/69105/H-JS_03_Apane_Brahman_Aur_Sant_Ko_Jinda_Rakhen.pdf;http://literature.awgp.org/book/apane_brahman_evan_sant_ko_jinda_keejie/v2.33
BOOK_SERIALNUM_78;Text Book Version;अपने ब्राह्मण एवं सन्त को जिन्दा कीजिए;keep your brahmin and saint alive;http://literature.awgp.org/book/apane_brahman_evan_sant_ko_jinda_keejie/v1.1;apane baraahaman evan sanat ko jinada kijie;http://literature.awgp.org/book/apane_brahman_evan_sant_ko_jinda_keejie/v1;http://literature.awgp.org/var/node/66840/Apane_Brahman_Aur_Sant_Ko_Jinda_Rakhen.pdf;
BOOK_SERIALNUM_79;Scan Book Version;अपने समय की सर्वोपरि आवश्यकता;paramount need of your time;http://literature.awgp.org/book/apne_samay_ki_sarvopari/v1.1;apane samay ki saravopari aavashayakata;http://literature.awgp.org/book/apne_samay_ki_sarvopari/v1;;http://literature.awgp.org/book/apne_samay_ki_sarvopari/v1.16
BOOK_SERIALNUM_80;Scan Book Version;अपूर्णता से पूर्णता की ओर;from imperfection to perfection;http://literature.awgp.org/book/Apurnata_Se_Purnata_Ki_or/v1.1;apooranata se pooranata ki or;http://literature.awgp.org/book/Apurnata_Se_Purnata_Ki_or/v1;http://literature.awgp.org/var/node/1865/Apoornata_Se_Poornata_Ki_Aur.pdf;http://literature.awgp.org/book/Apurnata_Se_Purnata_Ki_or/v1.32
BOOK_SERIALNUM_81;Scan Book Version;अब्राहम लिंकन;Abraham Lincoln;http://literature.awgp.org/book/abraham_lincoln/v1.1;abaraaham linkan;http://literature.awgp.org/book/abraham_lincoln/v1;http://literature.awgp.org/var/node/72406/Abraham_Lincoln__2_.pdf;http://literature.awgp.org/book/abraham_lincoln/v1.32
BOOK_SERIALNUM_82;Scan Book Version;अभिभावकों और संतानों के बीच भावनात्मक आदान-प्रदान;emotional exchange between parents and offspring;http://literature.awgp.org/book/Abhibhavakon_Aur_Santanon_Ke_Bich_Bhavanatmak_Adan_Pradan/v1.1;abhibhaavakon aur santaanon ke bich bhaavanaatamak aadaan - paradaan;http://literature.awgp.org/book/Abhibhavakon_Aur_Santanon_Ke_Bich_Bhavanatmak_Adan_Pradan/v1;http://literature.awgp.org/var/node/1827/Abhibhavakon_Aur_Santano_Ke_Bich_Bhavanatmak_Aadan-Pradan.pdf;http://literature.awgp.org/book/Abhibhavakon_Aur_Santanon_Ke_Bich_Bhavanatmak_Adan_Pradan/v1.40
BOOK_SERIALNUM_83;Text Book Version;अभिवन्दना;Greeting;http://literature.awgp.org/book/abhivandna/v1.1;abhivanadana;http://literature.awgp.org/book/abhivandna/v1;;http://literature.awgp.org/book/abhivandna/v1.22
BOOK_SERIALNUM_84;Text Book Version;अभिव्यंजना;expression;http://literature.awgp.org/book/abhivyanjna/v1.1;abhivayanjana;http://literature.awgp.org/book/abhivyanjna/v1;;http://literature.awgp.org/book/abhivyanjna/v1.32
BOOK_SERIALNUM_85;Scan Book Version;अमर वाणी - १;Amar Vani - 1;http://literature.awgp.org/book/Amarvani/v1.1;amar vaani  -  1;http://literature.awgp.org/book/Amarvani/v1;http://literature.awgp.org/var/node/1641/Amarvani_Bhag-1.pdf;http://literature.awgp.org/book/Amarvani/v1.49
BOOK_SERIALNUM_86;Text Book Version;अमर वाणी - १;Amar Vani - 1;http://literature.awgp.org/book/Amarvani/v4.1;amar vaani  -  1;http://literature.awgp.org/book/Amarvani/v4;;http://literature.awgp.org/book/Amarvani/v4.27
BOOK_SERIALNUM_87;Scan Book Version;अमर वाणी - २;Amar Vani - 2;http://literature.awgp.org/book/Amarvani/v2.1;amar vaani  -  2;http://literature.awgp.org/book/Amarvani/v2;http://literature.awgp.org/var/node/1642/Amarvani_Bhag_2.pdf;http://literature.awgp.org/book/Amarvani/v2.57
BOOK_SERIALNUM_88;Text Book Version;अमर वाणी -2;Amar Vani-2;http://literature.awgp.org/book/Amarvani/v3.1;amar vaani  - 2;http://literature.awgp.org/book/Amarvani/v3;;http://literature.awgp.org/book/Amarvani/v3.14
BOOK_SERIALNUM_89;Text Book Version;अमृत वचन जीवन के सिद्ध सूत्र;Amrit Vachan proven formula of life;http://literature.awgp.org/book/amrit_vachan_jeevan_ke_siddh_sootr/v1.1;amarit vachan jivan ke sidadh sootar;http://literature.awgp.org/book/amrit_vachan_jeevan_ke_siddh_sootr/v1;;http://literature.awgp.org/book/amrit_vachan_jeevan_ke_siddh_sootr/v1.25
BOOK_SERIALNUM_90;Scan Book Version;अवतार की आँधी-फिजाँ बदल देती है;Avatar turns the tide;http://literature.awgp.org/book/fijan_badal_detee_haavatar_kee_aandhee/v2.1;avataar ki aandhi - fijaan badal deti hai;http://literature.awgp.org/book/fijan_badal_detee_haavatar_kee_aandhee/v2;http://literature.awgp.org/var/node/68855/Avatar_Ki_Aandhi_Fija_Badal_Deti_Hai.pdf;http://literature.awgp.org/book/fijan_badal_detee_haavatar_kee_aandhee/v2.32
BOOK_SERIALNUM_91;Text Book Version;अवन्तिका बाई गोखले;Avantika Bai Gokhale;http://literature.awgp.org/book/avantika_bai_gokhale/v1.1;avanatika bai gokhale;http://literature.awgp.org/book/avantika_bai_gokhale/v1;;http://literature.awgp.org/book/avantika_bai_gokhale/v1.14
BOOK_SERIALNUM_92;Scan Book Version;अवांछनीय प्रचलनों को उलटने की आवश्यकता;need to reverse undesirable trends;http://literature.awgp.org/book/avanchhaneey_prachalanon_ko_ulatane_kee_aavashyakata/v1.1;avaanchhaniy parachalanon ko ulatane ki aavashayakata;http://literature.awgp.org/book/avanchhaneey_prachalanon_ko_ulatane_kee_aavashyakata/v1;http://literature.awgp.org/var/node/2348/Avanchniya_Prachalano_Ko_Ulatane_Ki_Aavashyakata.pdf;http://literature.awgp.org/book/avanchhaneey_prachalanon_ko_ulatane_kee_aavashyakata/v1.65
BOOK_SERIALNUM_93;Scan Book Version;असंतोष की आग से बचे;survive the fire of resentment;http://literature.awgp.org/book/asantosh_ki_aag_se_bache/v1.1;asantoshh ki aag se bache;http://literature.awgp.org/book/asantosh_ki_aag_se_bache/v1;http://literature.awgp.org/var/node/72676/asantos_Ki_Aag_se_Bachie.pdf;http://literature.awgp.org/book/asantosh_ki_aag_se_bache/v1.40
BOOK_SERIALNUM_94;Scan Book Version;असंतोष के कारण और निवारण;Causes and Remedies for Dissatisfaction;http://literature.awgp.org/book/asantosh_ke_karan_aur_nivaran/v1.1;asantoshh ke kaarana aur nivaaran;http://literature.awgp.org/book/asantosh_ke_karan_aur_nivaran/v1;http://literature.awgp.org/var/node/72674/Asantos_Ke_Karan_Evam_Nivaran.pdf;http://literature.awgp.org/book/asantosh_ke_karan_aur_nivaran/v1.32
BOOK_SERIALNUM_95;Scan Book Version;असंयम बनाम आत्मघात;incontinence vs self-harm;http://literature.awgp.org/book/Asanyam_Banam_Aatmghat/v1.1;asanyam banaam aatamaghaat;http://literature.awgp.org/book/Asanyam_Banam_Aatmghat/v1;http://literature.awgp.org/var/node/1519/Asanyam_Banam_Aatmghat.pdf;http://literature.awgp.org/book/Asanyam_Banam_Aatmghat/v1.48
BOOK_SERIALNUM_96;Scan Book Version;असामान्य एवं विलक्षण किन्तु संभव और सुलभ;unusual and unique but possible and accessible;http://literature.awgp.org/book/asamany_evan_vilakshan_kintu_sanbhav_aur_sulabh/v1.1;asaamaanay evan vilakashhan kinatu sanbhava aur sulabh;http://literature.awgp.org/book/asamany_evan_vilakshan_kintu_sanbhav_aur_sulabh/v1;http://literature.awgp.org/var/node/2295/Asamanya_Evam_Vilakshan_Kintu_Sambhav_Sulabh.pdf;http://literature.awgp.org/book/asamany_evan_vilakshan_kintu_sanbhav_aur_sulabh/v1.112
BOOK_SERIALNUM_97;Text Book Version;असामान्य और विलक्षण किंतु संभव और सुलभ;unusual and strange but possible and accessible;http://literature.awgp.org/book/asamany_evan_vilakshan_kintu_sanbhav_aur_sulabh/v2.1;asaamaanaya aur vilakashhan kintu sanbhava aur sulabh;http://literature.awgp.org/book/asamany_evan_vilakshan_kintu_sanbhav_aur_sulabh/v2;;http://literature.awgp.org/book/asamany_evan_vilakshan_kintu_sanbhav_aur_sulabh/v2.7
BOOK_SERIALNUM_98;Text Book Version;असीम पर निर्भर ससीम जीवन;limitless life dependent on limitless;http://literature.awgp.org/book/Aseem_Par_Nirbhar_Saseem_Jeevan/v2.1;asim par nirabhar sasim jivan;http://literature.awgp.org/book/Aseem_Par_Nirbhar_Saseem_Jeevan/v2;;http://literature.awgp.org/book/Aseem_Par_Nirbhar_Saseem_Jeevan/v2.7
BOOK_SERIALNUM_99;Scan Book Version;असीम पर निर्भर-ससीम जीवन;boundless life;http://literature.awgp.org/book/Aseem_Par_Nirbhar_Saseem_Jeevan/v1.1;asim par nirabhar - sasim jivan;http://literature.awgp.org/book/Aseem_Par_Nirbhar_Saseem_Jeevan/v1;http://literature.awgp.org/var/node/1646/Asim_Par_Nirbhar_Sasim_Jivan.pdf;http://literature.awgp.org/book/Aseem_Par_Nirbhar_Saseem_Jeevan/v1.114
BOOK_SERIALNUM_100;Scan Book Version;आओ गढ़े संस्कारवान पीढ़ी;Let's create a cultured generation;http://literature.awgp.org/book/aao_ghadhen_sanshkarvan_pidhi_big/v1.1;aao gadhein sansakaaravaan pidhi;http://literature.awgp.org/book/aao_ghadhen_sanshkarvan_pidhi_big/v1;http://literature.awgp.org/var/node/73118/Aao_Ghadhen_Sanshkarvan_Pidhi.pdf;http://literature.awgp.org/book/aao_ghadhen_sanshkarvan_pidhi_big/v1.56
BOOK_SERIALNUM_101;Scan Book Version;आओ गढ़े संस्कारवान पीढ़ी;Let's create a cultured generation;http://literature.awgp.org/book/aao_ghadhen_sanshkarvan_pidhi/v1.1;aao gadhein sansakaaravaan pidhi;http://literature.awgp.org/book/aao_ghadhen_sanshkarvan_pidhi/v1;http://literature.awgp.org/var/node/73114/Aao_Ghadhen_Sanshkarvan_Pidhi.pdf;http://literature.awgp.org/book/aao_ghadhen_sanshkarvan_pidhi/v1.48
BOOK_SERIALNUM_102;Scan Book Version;आगे बढऩे की तैयारी;preparing to move on;http://literature.awgp.org/book/Aage_Badane_Ki_Taiyari/v1.1;aage badhane ki taiyaari;http://literature.awgp.org/book/Aage_Badane_Ki_Taiyari/v1;http://literature.awgp.org/var/node/1844/Aage_Badhane_Ki_Taiyari.pdf;http://literature.awgp.org/book/Aage_Badane_Ki_Taiyari/v1.48
BOOK_SERIALNUM_103;Text Book Version;आज के प्रज्ञावतार की युग- देवता की अपील;Today's Prajnavatar's appeal to the deity of the era;http://literature.awgp.org/book/aaj_ke_prajnavatar_kee_yug_devata_kee_apeel/v1.1;aaj ke pragyaavataar ki yug -  devata ki apil;http://literature.awgp.org/book/aaj_ke_prajnavatar_kee_yug_devata_kee_apeel/v1;;
BOOK_SERIALNUM_104;Scan Book Version;आडे समय की विषमता;half time asymmetry;http://literature.awgp.org/book/aade_samay_ki_vishamta/v1.1;aade samay ki vishhamata;http://literature.awgp.org/book/aade_samay_ki_vishamta/v1;;http://literature.awgp.org/book/aade_samay_ki_vishamta/v1.16
BOOK_SERIALNUM_105;Text Book Version;आत्म कल्याण का मार्ग;path of self-welfare;http://literature.awgp.org/book/aatma_kalyan_ka_marg/v1.1;aatam kalayaan ka maarag;http://literature.awgp.org/book/aatma_kalyan_ka_marg/v1;;http://literature.awgp.org/book/aatma_kalyan_ka_marg/v1.2
BOOK_SERIALNUM_106;Text Book Version;आत्म शक्ति का उच्चस्तरीय नियोजन;high-level planning of self-power;http://literature.awgp.org/book/Aatm_shakti_Ka_Uchchastariye_Niyojan/v2.1;aatam shakti ka uchachasatariy niyojan;http://literature.awgp.org/book/Aatm_shakti_Ka_Uchchastariye_Niyojan/v2;;
BOOK_SERIALNUM_107;Text Book Version;आत्म-शक्ति से युग-शक्ति का उद्भव;Emergence of Yug-Shakti from Self-Shakti;http://literature.awgp.org/book/aatmashakti_se_yugashakti_ka_udbhav/v2.1;aatam - shakti se yug - shakti ka udabhav;http://literature.awgp.org/book/aatmashakti_se_yugashakti_ka_udbhav/v2;;http://literature.awgp.org/book/aatmashakti_se_yugashakti_ka_udbhav/v2.3
BOOK_SERIALNUM_108;Scan Book Version;आत्मज्ञान और आत्म कल्याण;self-knowledge and self-wellness;http://literature.awgp.org/book/Atmagyan_Aur_Atmakalyan/v1.1;aatamagyaana aur aatam kalayaan;http://literature.awgp.org/book/Atmagyan_Aur_Atmakalyan/v1;http://literature.awgp.org/var/node/1851/Aatmgyan_Aur_Aatm-Kalyan_.pdf;http://literature.awgp.org/book/Atmagyan_Aur_Atmakalyan/v1.25
BOOK_SERIALNUM_109;Text Book Version;आत्मज्ञान और आत्म कल्याण;self-knowledge and self-wellness;http://literature.awgp.org/book/Atmagyan_Aur_Atmakalyan/v3.1;aatamagyaana aur aatam kalayaan;http://literature.awgp.org/book/Atmagyan_Aur_Atmakalyan/v3;;http://literature.awgp.org/book/Atmagyan_Aur_Atmakalyan/v3.10
BOOK_SERIALNUM_110;Scan Book Version;आत्मविकास के चार चरण;four stages of self-development;http://literature.awgp.org/book/aatmavikas_ke_char_charan/v2.1;aatamavikaas ke chaar charan;http://literature.awgp.org/book/aatmavikas_ke_char_charan/v2;http://literature.awgp.org/var/node/68856/_Aatmaviksa_Ke_Char_Charan.pdf;http://literature.awgp.org/book/aatmavikas_ke_char_charan/v2.31
BOOK_SERIALNUM_111;Text Book Version;आत्मविकास के चार चरण;four stages of self-development;http://literature.awgp.org/book/aatmavikas_ke_char_charan/v1.1;aatamavikaas ke chaar charan;http://literature.awgp.org/book/aatmavikas_ke_char_charan/v1;http://literature.awgp.org/var/node/68783/H-JS_77_Aatmaviksa_Ke_Char_Charan.pdf;
BOOK_SERIALNUM_112;Scan Book Version;आत्मशक्ति का उच्चस्तरीय नियोजन;high-level planning of self-power;http://literature.awgp.org/book/Aatm_shakti_Ka_Uchchastariye_Niyojan/v1.1;aatamashakti ka uchachasatariy niyojan;http://literature.awgp.org/book/Aatm_shakti_Ka_Uchchastariye_Niyojan/v1;http://literature.awgp.org/var/node/1535/Aatmashakti_Ka_Ucchstariy_Niyojan.pdf;http://literature.awgp.org/book/Aatm_shakti_Ka_Uchchastariye_Niyojan/v1.47
